"Stage","TermCount","Terms","CV_RMSE_Mean","CV_RMSE_Std","CV_R2","Fold_RMSE"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Br","0.073270628753513","0.0129208391883631","0.942463667897204","0.08449172;0.06500501;0.06959751;0.05846684;0.08879206"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0701472896127799","0.00996317830110552","0.94767419428363","0.07941897;0.07584827;0.06814105;0.05390433;0.07342383"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs*Sn + Cs*Br","0.0637457838122807","0.0104864461089719","0.956542546587832","0.08131113;0.06290711;0.06233918;0.05846130;0.05371019"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Sn + Cs*Br","0.0631136999411411","0.010880463792302","0.957302041008923","0.07912339;0.06147239;0.06800336;0.05509541;0.05187394"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Sn + Cs*Br","0.06828991933066","0.00930392465122747","0.950496776572584","0.08057930;0.06242034;0.06453344;0.05849913;0.07541738"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0661055730780785","0.00857721492998473","0.953653966323653","0.07837984;0.06187066;0.06888515;0.05524489;0.06614732"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Sn + Cs*Br","0.0637208870988301","0.0103980955859913","0.956591484002476","0.08116786;0.06281678;0.06238162;0.05834384;0.05389434"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0641408816633811","0.0107202165807615","0.955957980773483","0.07795679;0.06705209;0.06907523;0.05414100;0.05247931"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0688306726560972","0.00992689596585687","0.949626788777731","0.08019757;0.06197851;0.06518949;0.05828511;0.07850267"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs*Cl","0.0660938904699389","0.0101772789692537","0.953401634219977","0.08221914;0.06500585;0.06827076;0.05717083;0.05780287"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Cl","0.0638713805028585","0.0100419612331378","0.956442703176227","0.07828666;0.06612931;0.06635625;0.05366988;0.05491480"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Cl","0.0723525260196112","0.0120457825346233","0.94404020133023","0.08186588;0.06509468;0.07097363;0.05716739;0.08666104"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0689104973183056","0.00948491303743499","0.949556055251089","0.07815256;0.06632532;0.07342749;0.05370783;0.07293928"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Cl","0.0660022036477665","0.00990633901165246","0.953574319954317","0.08159928;0.06582265;0.06768774;0.05718325;0.05771811"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Cl","0.0653501992494232","0.0115908319106718","0.954153335802953","0.07593236;0.07808246;0.06494303;0.05328017;0.05451297"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0723330599454858","0.0129373398596612","0.943893323034058","0.08098450;0.06529665;0.06857892;0.05714286;0.08966236"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0691697701469936","0.00980095052726193","0.949129468340789","0.07548115;0.07722167;0.06647259;0.05323117;0.07344227"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs*Sn + Cs*Cl","0.0636613826078224","0.00694141343023024","0.957198015481465","0.07485362;0.06278696;0.05861901;0.05732491;0.06472242"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0618389507586267","0.00645051809227291","0.959635208132226","0.07206129;0.06152055;0.06152431;0.05423692;0.05985168"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0675881871875456","0.00889040306511834","0.951567147382123","0.07546434;0.06292782;0.06393743;0.05734189;0.07826946"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0654584778941493","0.00774304192575218","0.954663353985838","0.07225473;0.06119254;0.07217215;0.05421710;0.06745586"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0635330501677874","0.00687310137594165","0.957376513612828","0.07461229;0.06277106;0.05855222;0.05721926;0.06451042"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0624953317732587","0.0069968939944355","0.958711477732867","0.07064007;0.06803106;0.06197563;0.05346832;0.05836157"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0679472406832976","0.00946151128828011","0.950974025650618","0.07536749;0.06306228;0.06389856;0.05726670;0.08014117"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs*Br + Cs*Cl","0.0661056824408823","0.010334076138405","0.95335877057121","0.08273210;0.06461769;0.06798374;0.05792390;0.05727098"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Br + Cs*Cl","0.0639150287942964","0.0101165890401777","0.956371914621902","0.07869698;0.06589863;0.06620496;0.05412135;0.05465323"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0723228798493976","0.0117220080642573","0.944148909686162","0.08234168;0.06468681;0.07076046;0.05798150;0.08584395"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0689721682024561","0.00936964153193599","0.949484928124772","0.07853919;0.06607624;0.07350633;0.05420687;0.07253220"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Br + Cs*Cl","0.0660126914691544","0.0100735616930561","0.953532160371806","0.08213538;0.06541331;0.06742545;0.05785728;0.05723205"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0653926677713459","0.011587326326935","0.954095969618953","0.07632816;0.07784919;0.06487721;0.05351827;0.05439051"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0722707634984213","0.0126709297396325","0.944044345572542","0.08148077;0.06485837;0.06818582;0.05787192;0.08895694"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0628786824728949","0.00671773999066341","0.95826493339952","0.07362814;0.06131692;0.05675640;0.05815682;0.06453514"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.06171662772801","0.00592122602638178","0.959850568908787","0.07116179;0.06040826;0.06216242;0.05494626;0.05990440"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0658670022455852","0.00839237205014504","0.954044862340998","0.07418211;0.06140508;0.05990523;0.05812039;0.07572220"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0627964428753666","0.00665790208616792","0.958379485453853","0.07347246;0.06130099;0.05678754;0.05805148;0.06436975"
"M3","6","Sn + Br + Cl + Cs + Br^2 + Cl^2","0.0849497277085408","0.0141483452845138","0.922768319243071","0.09996252;0.08780549;0.09319922;0.08077983;0.06300158"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br","0.0855968178573552","0.0143393383079176","0.921563427730166","0.09990318;0.09120175;0.09323366;0.08044273;0.06320277"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl","0.088440752585154","0.00794654459247051","0.917616434912877","0.09906959;0.08803575;0.09338209;0.08101008;0.08070625"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl","0.0885884475258639","0.00876837384607941","0.917218045632535","0.09905778;0.09141186;0.09340387;0.08072135;0.07834738"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Br*Cl","0.0850563988401278","0.0135942556505136","0.922707006446293","0.09804134;0.09207985;0.09125945;0.08029573;0.06360562"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Br*Cl","0.0874817340100806","0.0161490053885281","0.917675361919445","0.09600817;0.10638627;0.09104567;0.07973140;0.06423715"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Br*Cl","0.0891230976221054","0.0060857144631208","0.91657915611978","0.09607159;0.09097676;0.09228523;0.08041563;0.08586628"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl","0.0900844804590086","0.0106955468372344","0.914096959629371","0.09413980;0.10474276;0.09238440;0.07988931;0.07926612"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs*Sn","0.0844724019072049","0.0120103818599343","0.924096393729832","0.09753926;0.08638826;0.09121767;0.08138763;0.06582919"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Cs*Sn","0.0851106235642141","0.012610651733134","0.922833804373408","0.09796561;0.08902377;0.09210634;0.08111066;0.06534674"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Cs*Sn","0.08749956382116","0.00807429691740588","0.919332275149964","0.09852304;0.08676839;0.09219673;0.08147453;0.07853513"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0880159592295341","0.00874532039901831","0.918281291631116","0.09895391;0.08981840;0.09276446;0.08121523;0.07732779"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Br*Cl + Cs*Sn","0.0844836390901432","0.0117728273989206","0.924121672096353","0.09604340;0.09005235;0.08978660;0.08068591;0.06584993"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Sn","0.0868030762573628","0.0147207607321133","0.919290575942339","0.09478736;0.10314323;0.09098415;0.08004333;0.06505731"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0883101364554591","0.00605888671501813","0.918089790463203","0.09569303;0.08983315;0.09162052;0.08071267;0.08369131"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0898452025851795","0.0105691593733301","0.914569794297777","0.09426216;0.10387799;0.09247760;0.08009219;0.07851607"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs*Br","0.0846730552640715","0.0145565181223775","0.923160411372824","0.10054690;0.08716595;0.09274669;0.08079752;0.06210822"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Cs*Br","0.0855264679870157","0.0148073483854167","0.921573469299418","0.10090074;0.09064705;0.09314219;0.08045285;0.06248952"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Cs*Br","0.0880409764347033","0.00839186175827567","0.918291468620737","0.09940705;0.08735463;0.09314027;0.08102992;0.07927302"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Br","0.0884136627401697","0.00927597638813578","0.917462581977528","0.09979340;0.09075153;0.09351625;0.08074641;0.07726073"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Br*Cl + Cs*Br","0.0848170329705316","0.0139174536280353","0.923057121180889","0.09861103;0.09144071;0.09093748;0.08023815;0.06285779"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Br","0.0875357717135247","0.0163037023664317","0.917532602533787","0.09694600;0.10588262;0.09136312;0.07963810;0.06384903"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Br","0.0888140101471535","0.00635846836204224","0.917123772576988","0.09646495;0.09023654;0.09233300;0.08033929;0.08469626"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0901023594254933","0.010756853093353","0.914049807995262","0.09492470;0.10398609;0.09316074;0.07978017;0.07866010"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs*Sn + Cs*Br","0.0839274839879404","0.0122977352962362","0.924998120961921","0.09734452;0.08514913;0.09104242;0.08130281;0.06479854"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Cs*Sn + Cs*Br","0.0848854462331226","0.013045064348586","0.923139676023489","0.09821378;0.08786482;0.09280024;0.08108578;0.06446261"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0866879805703996","0.00868449542819451","0.920722720533453","0.09806836;0.08561421;0.09225011;0.08141536;0.07609185"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0875875552405614","0.00938937500635625","0.918967356148694","0.09892982;0.08870014;0.09359182;0.08121598;0.07550002"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Br*Cl + Cs*Sn + Cs*Br","0.0840136695637614","0.0120157351062741","0.92490151023159","0.09597646;0.08882040;0.08983527;0.08053567;0.06490056"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0867855387886913","0.0148786088488914","0.919280997856513","0.09525126;0.10197372;0.09245064;0.07991216;0.06433992"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0876546561180464","0.006515878114681","0.919244699742874","0.09554071;0.08868001;0.09197368;0.08058696;0.08149192"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs*Cl","0.0837567531972647","0.00981557011621518","0.925766416809154","0.09334439;0.08721050;0.08944322;0.08046852;0.06831713"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Cs*Cl","0.0843656076931083","0.0106197944944151","0.924550972420009","0.09343083;0.09079245;0.08978075;0.08022699;0.06759702"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Cs*Cl","0.0877258134710976","0.0071649816746121","0.919037251481151","0.09411257;0.08710664;0.09589553;0.08036650;0.08114782"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0882521733205164","0.00886003972477862","0.917825739933951","0.09407001;0.09065208;0.09841801;0.08007829;0.07804248"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Br*Cl + Cs*Cl","0.083692041739808","0.0101714578997371","0.925816931453378","0.09167105;0.09165588;0.08753504;0.07997319;0.06762505"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Cl","0.0858538528388891","0.0145474349700644","0.921055366735464","0.08972079;0.10593740;0.08781164;0.07956142;0.06623801"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0878731136240572","0.00511567920905236","0.918991007639802","0.09215935;0.09179678;0.08977220;0.07997156;0.08566569"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0890501768537109","0.0112028153131442","0.915946172707342","0.09014952;0.10646960;0.09030585;0.07953491;0.07879101"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs*Sn + Cs*Cl","0.0844877184710714","0.00636215638205172","0.924967557768818","0.09178011;0.08612933;0.08790749;0.08131347;0.07530820"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0851601802513444","0.00725553234901528","0.923664394976566","0.09225478;0.08917538;0.08881737;0.08107129;0.07448208"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0863443997119267","0.00680346046785496","0.921598282454942","0.09231553;0.08560273;0.09412843;0.08119358;0.07848172"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0873505892031381","0.00855093516421473","0.9195321337864","0.09285969;0.08827063;0.09783704;0.08092295;0.07686264"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0842593716882248","0.00705415891580725","0.92528723842799","0.09039854;0.09009480;0.08640588;0.08058945;0.07380819"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0863657843030936","0.0121895344633822","0.920674260230311","0.08903446;0.10405765;0.08759983;0.08001420;0.07112277"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0866365959725946","0.00472225219347073","0.921280413453008","0.09081224;0.09029439;0.08892082;0.08058230;0.08257323"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs*Br + Cs*Cl","0.0833798715085575","0.0102932771617129","0.92634364302514","0.09407544;0.08657843;0.08868501;0.08036545;0.06719503"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Cs*Br + Cs*Cl","0.084202666764575","0.0111416769643159","0.924741095125467","0.09471702;0.09014118;0.08936333;0.08012366;0.06666814"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0871236723566814","0.00734507550480489","0.920115408387751","0.09499160;0.08649667;0.09422562;0.08027363;0.07963085"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.087894197182951","0.00905474189285437","0.918454700268706","0.09550524;0.09003671;0.09700133;0.07998572;0.07694198"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Br*Cl + Cs*Br + Cs*Cl","0.083358128022282","0.0105465955205793","0.926334093281365","0.09244227;0.09098023;0.08690909;0.07980670;0.06665236"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.085783765016593","0.0145986196350166","0.921166940102254","0.09098001;0.10513615;0.08778855;0.07937735;0.06563676"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0873091814001287","0.00531627713790871","0.920005497098126","0.09302527;0.09110095;0.08827684;0.07981361;0.08432924"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0838575824309912","0.00642157547001021","0.926072118945204","0.09167218;0.08499101;0.08689735;0.08114241;0.07458496"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0848748845117391","0.00733893564927201","0.924162039385435","0.09269442;0.08800515;0.08858442;0.08095751;0.07413292"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0848457633406361","0.00672635134424893","0.92429199926151","0.09209489;0.08437505;0.09078534;0.08094151;0.07603202"
"M3","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.083719328485664","0.00706819094968965","0.926235282442383","0.09052085;0.08891213;0.08564626;0.08036409;0.07315331"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2","0.0638629262957404","0.0128770138793246","0.95590257562412","0.08233721;0.05946856;0.07160873;0.05444702;0.05145311"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br","0.0632227500198922","0.0122034548360186","0.956894713335411","0.08097201;0.06230292;0.06872664;0.05231478;0.05179740"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Cl","0.0673156833620143","0.0107845839075296","0.951630334882348","0.07670474;0.05875858;0.06967635;0.05361191;0.07782683"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Sn*Cl","0.0656643824147509","0.00928201128549703","0.954165777819123","0.07592398;0.06200962;0.06716040;0.05184266;0.07138524"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Br*Cl","0.063840190380713","0.0120568157632145","0.956107022008736","0.08124937;0.06025479;0.07075472;0.05462941;0.05231268"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Br*Cl","0.0646502651263149","0.0116936642770749","0.955083501255461","0.07861214;0.07261928;0.06655317;0.05206911;0.05339764"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Cl + Br*Cl","0.067544093599635","0.0118329383968116","0.951121457980467","0.07481289;0.05759128;0.06963857;0.05363289;0.08204483"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl","0.0662606025687968","0.00877460809141461","0.953418394314439","0.07267801;0.06884326;0.06621024;0.05129598;0.07227552"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs*Sn","0.0591662595072078","0.00929172929534223","0.962631496458877","0.07348070;0.05569259;0.06310333;0.05313431;0.05042037"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Cs*Sn","0.0585800105123374","0.00955751095988599","0.963308594011312","0.07287697;0.05614147;0.06299856;0.05167457;0.04920847"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Cl + Cs*Sn","0.0633581356746105","0.00883944209935179","0.957357820615499","0.07259282;0.05532529;0.06505439;0.05308695;0.07073123"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0622695143355518","0.00811089265964012","0.958883314963766","0.07199536;0.05651643;0.06439133;0.05172615;0.06671830"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Br*Cl + Cs*Sn","0.0590914595964802","0.00902410664492716","0.96276634260444","0.07302331;0.05549483;0.06298446;0.05305656;0.05089815"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Sn","0.0591797172344623","0.00901934064312577","0.962651117571257","0.07169829;0.06040075;0.06290536;0.05107576;0.04981842"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0638387609080236","0.00975529960025115","0.95658344707367","0.07162332;0.05453791;0.06567480;0.05295191;0.07440586"
"M3","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0628998820261814","0.00754174008275768","0.958131774852122","0.06985267;0.06049340;0.06515055;0.05098042;0.06802236"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs*Br","0.0636813713102829","0.0132560839039257","0.956061563505466","0.08322241;0.05891730;0.07082271;0.05461190;0.05083254"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Cs*Br","0.0631347567673584","0.0124825400443787","0.95695310415389","0.08168234;0.06184052;0.06826925;0.05248704;0.05139463"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Cl + Cs*Br","0.0669145373746931","0.0106112603072581","0.952222242879442","0.07747994;0.05824730;0.06881869;0.05377078;0.07625598"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Br","0.0654199005252777","0.00926417702488653","0.95450248166677","0.07650470;0.06146269;0.06673248;0.05205032;0.07034931"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Br*Cl + Cs*Br","0.0636597701248954","0.0124661057974993","0.956263167447403","0.08216845;0.05966757;0.07002908;0.05470519;0.05172856"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Br","0.0645676911385848","0.0118581136512158","0.955162435691562","0.07930761;0.07200919;0.06631306;0.05209113;0.05311747"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Br","0.0671898730880606","0.0116381856429366","0.951656355321643","0.07566317;0.05701753;0.06895980;0.05367517;0.08063369"
"M3","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0660695785245269","0.00871489875841616","0.953690534439065","0.07330089;0.06790890;0.06625638;0.05131076;0.07157095"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs*Sn + Cs*Br","0.0581548874593082","0.00920323606945573","0.963888977934059","0.07237599;0.05355085;0.06224993;0.05281224;0.04978542"
